Component,Department,Name,Title,Email,Street Address 1,Street Address 2,City,State,Zip code,Telephone,Fax
Dallas District Office (San Antonio Field Office; El Paso Area Office),Equal Employment Opportunity Commission,Dan Whalen (San Antonio),Records Disclosure Coordinator,SAFOFOIA@eeoc.gov,"Rasheedah McDonald & Nadetia Williams, Records Disclosure Coordinators","207 S. Houston Street, 3rd Floor",Dallas,TX,75202-4726,(210) 640-7539,214-253-2749 (Dallas) 210-281-7690/2552 (San Antonio)
Dallas District Office (San Antonio Field Office; El Paso Area Office),Equal Employment Opportunity Commission,Janice Abosi (El Paso),Records Disclosure Coordinator,DALLASFOIA@eeoc.gov,"Rasheedah McDonald & Nadetia Williams, Records Disclosure Coordinators","207 S. Houston Street, 3rd Floor",Dallas,TX,75202-4726,(915) 995-8851,214-253-2749 (Dallas) 210-281-7690/2552 (San Antonio)
Dallas District Office (San Antonio Field Office; El Paso Area Office),Equal Employment Opportunity Commission,Nadetia Williams (Dallas),Government Information Specialist,DALLASFOIA@eeoc.gov,"Rasheedah McDonald & Nadetia Williams, Records Disclosure Coordinators","207 S. Houston Street, 3rd Floor",Dallas,TX,75202-4726,(972) 918-3586,214-253-2749 (Dallas) 210-281-7690/2552 (San Antonio)
Dallas District Office (San Antonio Field Office; El Paso Area Office),Equal Employment Opportunity Commission,Rasheedah McDonald (Dallas),Records Disclosure Coordinator,DALLASFOIA@eeoc.gov,"Rasheedah McDonald & Nadetia Williams, Records Disclosure Coordinators","207 S. Houston Street, 3rd Floor",Dallas,TX,75202-4726,(972) 918-3617,214-253-2749 (Dallas) 210-281-7690/2552 (San Antonio)
Houston District Office (New Orleans Field Office),Equal Employment Opportunity Commission,,,FOIA@eeoc.gov,"Yvette Stewart, Records Disclosure Coordinator","Mickey Leland Federal Building, 1919 Smith Street, 7th Floor",Houston,TX,77002,"1-877-869-1802, 202-663-7026 (TTY)",713-651-4902
Houston District Office (New Orleans Field Office),Equal Employment Opportunity Commission,Brandon Farlough (New Orleans) ,Records Disclosure Coordinator,NEWOFOIA@eeoc.gov,"Yvette Stewart, Records Disclosure Coordinator","Mickey Leland Federal Building, 1919 Smith Street, 7th Floor",Houston,TX,77002,504-635-2560,713-651-4902
Houston District Office (New Orleans Field Office),Equal Employment Opportunity Commission,Yvette Stewart (Houston),Records Disclosure Coordinator,HOUSFOIA@eeoc.gov,"Yvette Stewart, Records Disclosure Coordinator","Mickey Leland Federal Building, 1919 Smith Street, 7th Floor",Houston,TX,77002,346-327-7705,713-651-4902
Indianapolis District Office (Detroit Field Office; Cincinnati and Louisville Area Offices),Equal Employment Opportunity Commission,,,,"Donna E. Williams, Records Disclosure Coordinator","115 W. Washington Street South, Suite 600",Indianapolis,IN,46204-4203,,317-226-7953
Indianapolis District Office (Detroit Field Office; Cincinnati and Louisville Area Offices),Equal Employment Opportunity Commission,,,FOIA@eeoc.gov,"Donna E. Williams, Records Disclosure Coordinator","115 W. Washington Street South, Suite 600",Indianapolis,IN,46204-4203,"1-877-869-1802, 202-663-7026 (TTY)",317-226-7953
Indianapolis District Office (Detroit Field Office; Cincinnati and Louisville Area Offices),Equal Employment Opportunity Commission,Beverly Clark (Detroit & Cincinnati),Records Disclosure Coordinator,DETRFOIA@eeoc.gov,"Donna E. Williams, Records Disclosure Coordinator","115 W. Washington Street South, Suite 600",Indianapolis,IN,46204-4203,313-774-0024,317-226-7953
Indianapolis District Office (Detroit Field Office; Cincinnati and Louisville Area Offices),Equal Employment Opportunity Commission,Donna E. Williams (Indianapolis & Louisville),Records Disclosure Coordinator,INDIFIOA@eeoc.gov,"Donna E. Williams, Records Disclosure Coordinator","115 W. Washington Street South, Suite 600",Indianapolis,IN,46204-4203,(463) 999-1139,317-226-7953
"Los Angeles District Office (Fresno, Honolulu, Las Vegas, and San Diego Local Offices)",Equal Employment Opportunity Commission,,,FOIA@eeoc.gov,"Kathleen Gilliam, Records Disclosure Coordinator","255 E. Temple Street, 4th Floor",Los Angeles,CA,90012,"1-877-869-1802, 202-663-7026 (TTY)",213-894-1118
"Los Angeles District Office (Fresno, Honolulu, Las Vegas, and San Diego Local Offices)",Equal Employment Opportunity Commission,Kathleen Gilliam,Records Disclosure Coordinator,LOSAFOIA@eeoc.gov,"Kathleen Gilliam, Records Disclosure Coordinator","255 E. Temple Street, 4th Floor",Los Angeles,CA,90012,(213) 785-3078,213-894-1118
Memphis District Office (Little Rock and Nashville Area Offices),Equal Employment Opportunity Commission,,,FOIA@eeoc.gov,"Mark Adams, Records Disclosure Coordinator","1407 Union Avenue, 9th Floor",Memphis,TN,38104,"1-877-869-1802, 202-663-7026 (TTY)",901-544-0111
Memphis District Office (Little Rock and Nashville Area Offices),Equal Employment Opportunity Commission,Mark Adams,Records Disclosure Coordinator,MEMPFOIA@eeoc.gov,"Mark Adams, Records Disclosure Coordinator","1407 Union Avenue, 9th Floor",Memphis,TN,38104,901-685-4648,901-544-0111
Miami District Office (Tampa Field Office and San Juan Local Office),Equal Employment Opportunity Commission,,,FOIA@eeoc.gov,"Fredricka Warren & Alicia Powell, Records Disclosure Coordinators","100 SE Street, Suite 1500",Miami,FL,33131,"1-877-869-1802, 202-663-7026 (TTY)",MIAMFAX@eeoc.gov
Miami District Office (Tampa Field Office and San Juan Local Office),Equal Employment Opportunity Commission,"Fredricka Warren & Alicia Powell (Miami, Tampa, & San Juan)",Records Disclosure Coordinator,MIAMFOIA@eeoc.gov,"Fredricka Warren & Alicia Powell, Records Disclosure Coordinators","100 SE Street, Suite 1500",Miami,FL,33131,786-648-5822,MIAMFAX@eeoc.gov
Miami District Office (Tampa Field Office and San Juan Local Office),Equal Employment Opportunity Commission,"Yasdel Ruiz (Tampa, & San Juan)",Records Disclosure Coordinator,MIAMFOIA@eeoc.gov,"Fredricka Warren & Alicia Powell, Records Disclosure Coordinators","100 SE Street, Suite 1500",Miami,FL,33131,813-710-9366,MIAMFAX@eeoc.gov
New York District Office (Boston and Newark Area Offices; Buffalo Local Office),Equal Employment Opportunity Commission,,,FOIA@eeoc.gov,"Shynee Eason, Records Disclosure Coordinator","33 Whitehall Street, 5th Floor",New York,NY,10004,"1-877-869-1802, 202-663-7026 (TTY)",212-336-3621
New York District Office (Boston and Newark Area Offices; Buffalo Local Office),Equal Employment Opportunity Commission,Ebony Largo,Records Disclosure Coordinator,NEWYFOIA@eeoc.gov,"Shynee Eason, Records Disclosure Coordinator","33 Whitehall Street, 5th Floor",New York,NY,10004,929-506-5369,212-336-3621
New York District Office (Boston and Newark Area Offices; Buffalo Local Office),Equal Employment Opportunity Commission,Shynee Eason,Records Disclosure Coordinator,NEWYFOIA@eeoc.gov,"Shynee Eason, Records Disclosure Coordinator","33 Whitehall Street, 5th Floor",New York,NY,10004,(929) 506-5272,212-336-3621
Office of Legal Counsel/Headquarters (FOIA Division),Equal Employment Opportunity Commission,,,FOIA@eeoc.gov,"Michael L. Heise, Assistant Legal Counsel, FOIA Public Liaison","131 M Street NE, Suite 5NW02E",Washington,DC,20507,"1-877-869-1802, 202-663-7026 (TTY)",202-827-7545
Office of Legal Counsel/Headquarters (FOIA Division),Equal Employment Opportunity Commission,Michael L. Heise,Assistant Legal Counsel / FOIA Public Liaison,FOIA@eeoc.gov,"Michael L. Heise, Assistant Legal Counsel, FOIA Public Liaison","131 M Street NE, Suite 5NW02E",Washington,DC,20507,202-921-2542,202-827-7545
Philadelphia District Office (Baltimore and Cleveland Field Offices; Pittsburgh Area Office),Equal Employment Opportunity Commission,,,FOIA@eeoc.gov,"Bridget Lange & Lori Becker, Records Disclosure Coordinators, Suite 1000",801 Market Street,Philadelphia,PA,19107-3127,"1-877-869-1802, 202-663-7026 (TTY)",215-440-2606
Philadelphia District Office (Baltimore and Cleveland Field Offices; Pittsburgh Area Office),Equal Employment Opportunity Commission,Bridget Lange,Records Disclosure Coordinator,PHILFOIA@eeoc.gov,"Bridget Lange & Lori Becker, Records Disclosure Coordinators, Suite 1000",801 Market Street,Philadelphia,PA,19107-3127,(267) 589-9753,215-440-2606
Philadelphia District Office (Baltimore and Cleveland Field Offices; Pittsburgh Area Office),Equal Employment Opportunity Commission,Lori Becker,Records Disclosure Coordinator,PHILFOIA@eeoc.gov,"Bridget Lange & Lori Becker, Records Disclosure Coordinators, Suite 1000",801 Market Street,Philadelphia,PA,19107-3127,(267) 589-9752,215-440-2606
Phoenix District Office (Denver Field Office; Albuquerque Area Office),Equal Employment Opportunity Commission,,,FOIA@eeoc.gov,"Silvia Hart, Records Disclosure Coordinator","3300 N. Central Avenue, Suite 690",Phoenix,AZ,85012-2504,"1-877-869-1802, 202-663-7026 (TTY)",602-640-5071
Phoenix District Office (Denver Field Office; Albuquerque Area Office),Equal Employment Opportunity Commission,Silvia Hart,Records Disclosure Coordinator,PHOENIXFOIA@eeoc.gov,"Silvia Hart, Records Disclosure Coordinator","3300 N. Central Avenue, Suite 690",Phoenix,AZ,85012-2504,602-661-0048,602-640-5071
San Francisco District Office (Seattle Field Office; Oakland and San Jose Local Offices),Equal Employment Opportunity Commission,,,FOIA@eeoc.gov,"Vincent Clark, Records Disclosure Coordinator","450 Golden Gate Avenue, 5 West, P.O. Box 36025",San Francisco,CA,94102-3661,"1-877-869-1802, 202-663-7026 (TTY)",415-522-3144
San Francisco District Office (Seattle Field Office; Oakland and San Jose Local Offices),Equal Employment Opportunity Commission,Vincent Clark,Records Disclosure Coordinator,SANFFOIA@eeoc.gov,"Vincent Clark, Records Disclosure Coordinator","450 Golden Gate Avenue, 5 West, P.O. Box 36025",San Francisco,CA,94102-3661,650-684-0944,415-522-3144
Select Equal Employment Opportunity Commission component for me ,Equal Employment Opportunity Commission,,,foia@eeoc.gov,"Michael L. Heise, Assistant Legal Counsel, FOIA Public Liaison","131 M Street NE, Suite 5NW02E",Washington,DC,20507,"1-877-869-1802, 202-663-7026 (TTY)",
Select Equal Employment Opportunity Commission component for me ,Equal Employment Opportunity Commission,Michael L. Heise,Assistant Legal Counsel / FOIA Public Liaison,FOIA@eeoc.gov,"Michael L. Heise, Assistant Legal Counsel, FOIA Public Liaison","131 M Street NE, Suite 5NW02E",Washington,DC,20507,202-921-2542,
St. Louis District Office (Kansas City and Oklahoma Area Offices),Equal Employment Opportunity Commission,,,FOIA@eeoc.gov,"Christopher Jenkins, Records Disclosure Coordinator","1222 Spruce Street, Room 8100",St. Louis,MO,63103,"1-877-869-1802, 202-663-7026 (TTY)",314-539-7050
St. Louis District Office (Kansas City and Oklahoma Area Offices),Equal Employment Opportunity Commission,Christopher Jenkins,Records Disclosure Coordinator,STLOFOIA@eeoc.gov,"Christopher Jenkins, Records Disclosure Coordinator","1222 Spruce Street, Room 8100",St. Louis,MO,63103,(314) 798-1901,314-539-7050
Washington Field Office,Equal Employment Opportunity Commission,,,FOIA@eeoc.gov,"Cheri Allen, Records Disclosure Coordinator","131 M Street, NE, Suite 4NW02F",Washington,DC,20507,"1-877-869-1802, 202-663-7026 TTY",202-419-0740
Washington Field Office,Equal Employment Opportunity Commission,Cheri Allen,Records Disclosure Coordinator,WASHFOIA@eeoc.gov,"Cheri Allen, Records Disclosure Coordinator","131 M Street, NE, Suite 4NW02F",Washington,DC,20507,202-921-2773,202-419-0740
Headquarters,Export-Import Bank of the U.S.,Lennell C. Jackson,,lennell.jackson@exim.gov,"Lennell C. Jackson, FOIA Contact","811 Vermont Avenue, NW",Washington,DC,20571,202-565-3290,202-565-3294
Headquarters,Export-Import Bank of the U.S.,Lennell Jackson,FOIA Public Liaison,foia@exim.gov,"Lennell C. Jackson, FOIA Contact","811 Vermont Avenue, NW",Washington,DC,20571,202-565-3290,202-565-3294
Headquarters,Export-Import Bank of the U.S.,Lisa Terry,Chief FOIA Officer,FOIA@exim.gov,"Lennell C. Jackson, FOIA Contact","811 Vermont Avenue, NW",Washington,DC,20571,202-565-3195,202-565-3294
Farm Credit Administration,Farm Credit Administration,Antonya Brown,FOIA Requester Service Center 1501 Farm Credit Drive McLean VA 22102,FOIA_Rqst_Svc@fca.gov,1501 Farm Credit Drive,,McLean,VA,22102-5090,703-883-4020,703-790-0052
Farm Credit Administration,Farm Credit Administration,Jacqueline Baker,FOIA Officer ,FOIAOfficer@fca.gov,1501 Farm Credit Drive,,McLean,VA,22102-5090,,703-790-0052
Farm Credit Administration,Farm Credit Administration,Jane Virga,Chief FOIA Officer ,ChiefFOIAOfficer@fca.gov,1501 Farm Credit Drive,,McLean,VA,22102-5090,,703-790-0052
Farm Credit Administration,Farm Credit Administration,Kevin Kramp,Public Liaison  1501 Farm Credit Drive McLean VA 22102,foiapublicliaison@fca.gov,1501 Farm Credit Drive,,McLean,VA,22102-5090,,703-790-0052
Farm Credit System Insurance Corporation,Farm Credit System Insurance Corporation,Antonya Brown,"FOIA Requester Service Center, 1501 Farm Credit Drive McLean, VA 22102-5090",FCSICFOIArequesterservicecenter@fcsic.gov,"Jane Virga, FOIA Chief Officer ",1501 Farm Credit Drive,McLean,VA,22102-5090,703-883-4020,703-790-0052
Farm Credit System Insurance Corporation,Farm Credit System Insurance Corporation,Monica Daly,"FCSIC FOIA Public Liaison, 1501 Farm Credit Drive McLean, VA 22102-5090",FCSICfoiapublicliaison@fcsic.gov,"Jane Virga, FOIA Chief Officer ",1501 Farm Credit Drive,McLean,VA,22102-5090,703-883-4020,703-790-0052
Federal Communications Commission,Federal Communications Commission,,,,"Cathy Williams, Associate Managing Director, Performance and Program Management ",45 L Street NE; Room 3.317,Washington,DC,20554,202-418-0440,
Federal Communications Commission,Federal Communications Commission,Stephanie Kost,,,"Cathy Williams, Associate Managing Director, Performance and Program Management ",45 L Street NE; Room 3.317,Washington,DC,20554,202-418-1379,
Federal Deposit Insurance Corporation,Federal Deposit Insurance Corporation,,,,"FOIA Contact, Legal Division, FOIA/PA Group","550 17th Street, NW",Washington,DC,20429,202-898-7021,703-562-2797
Federal Deposit Insurance Corporation,Federal Deposit Insurance Corporation,FOIA Public Liaison,Acting FDIC Ombuds,FOIAPublicLiaison@fdic.gov,"FOIA Contact, Legal Division, FOIA/PA Group","550 17th Street, NW",Washington,DC,20429,703-562-6040,703-562-2797
Federal Deposit Insurance Corporation,Federal Deposit Insurance Corporation,Sarah Cunanan,Supervisory Counsel,scunanan@FDIC.gov,"FOIA Contact, Legal Division, FOIA/PA Group","550 17th Street, NW",Washington,DC,20429,703-562-2125,703-562-2797
Federal Election Commission,Federal Election Commission,Candace Salley,,,"FOIA Contact, FOIA Requester Service Center","1050 First Street, NE",Washington,DC,20463,202-694-1650,202-219-1043
Federal Election Commission,Federal Election Commission,Christine McClarin,FOIA Public Liaison,cmcclarin@fec.gov,"FOIA Contact, FOIA Requester Service Center","1050 First Street, NE",Washington,DC,20463,202-694-1485,202-219-1043
Federal Election Commission,Federal Election Commission,Gregory Baker,Chief FOIA Officer,,"FOIA Contact, FOIA Requester Service Center","1050 First Street, NE",Washington,DC,20463,202-694-1650,202-219-1043
Federal Election Commission,Federal Election Commission,Katrina Sutphin,,ksutphin@fec.gov,"FOIA Contact, FOIA Requester Service Center","1050 First Street, NE",Washington,DC,20463,,202-219-1043
Federal Energy Regulatory Commission,Federal Energy Regulatory Commission,,,,"Benjamin Williams, Director, Office of External Affairs",888 First Street NE,Washington,DC,20426,202-502-6088,202-208-2106
Federal Energy Regulatory Commission,Federal Energy Regulatory Commission,Benjamin Williams,Director - Chief FOIA Officer - (Office of Exernal Affairs),benjamin.williams2@ferc.gov,"Benjamin Williams, Director, Office of External Affairs",888 First Street NE,Washington,DC,20426,,202-208-2106
Federal Financial Institutions Examination Council,Federal Financial Institutions Examination Council,,,,"Judith E. Dupre, Executive Secretary, E-2035-C",3501 Fairfax Drive,Arlington,VA,22226-3550,703-516-5591,703-562-6446
Federal Financial Institutions Examination Council,Federal Financial Institutions Examination Council,Rosanna Piccirilli,,,"Judith E. Dupre, Executive Secretary, E-2035-C",3501 Fairfax Drive,Arlington,VA,22226-3550,703-516-5591,703-562-6446
Headquarters,Federal Housing Finance Agency,,,, Constitution Center,"400 7th Street, S.W. 4th Floor",Washington,DC,20024,202-649-3803,202-649-1073
Headquarters,Federal Housing Finance Agency,Stacy J. Easter,,, Constitution Center,"400 7th Street, S.W. 4th Floor",Washington,DC,20024,202-649-3803,202-649-1073
Office of Inspector General,Federal Housing Finance Agency,FOIA Officer,FOIA Officer,FOIA@fhfaoig.gov,Attn: FHFA OIG FOIA Office,"Constitution Center, 400 7th Street, SW",Washington,DC,20024,,202-318-8602
